original_firstorder_90Percentile,original_firstorder_Kurtosis,original_glszm_GrayLevelVariance,log-sigma-3-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,log-sigma-3-0-mm-3D_glcm_Idm,log-sigma-3-0-mm-3D_glcm_Id,log-sigma-3-0-mm-3D_glcm_InverseVariance,log-sigma-3-0-mm-3D_glszm_ZoneVariance,log-sigma-4-0-mm-3D_glcm_InverseVariance,log-sigma-5-0-mm-3D_firstorder_10Percentile,log-sigma-5-0-mm-3D_firstorder_Median,log-sigma-5-0-mm-3D_glcm_DifferenceAverage,log-sigma-5-0-mm-3D_glcm_InverseVariance,wavelet-LLH_firstorder_RootMeanSquared,wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation,wavelet-HLL_firstorder_10Percentile,wavelet-HLL_firstorder_InterquartileRange,wavelet-HLL_gldm_GrayLevelVariance,wavelet-HLH_firstorder_InterquartileRange,wavelet-HLH_glcm_Id,wavelet-HLH_gldm_GrayLevelVariance,wavelet-HLH_gldm_SmallDependenceEmphasis,wavelet-LLL_firstorder_90Percentile,wavelet-LLL_glcm_Contrast,wavelet-LLL_gldm_GrayLevelVariance,lbp-3D-m2_glcm_Id,lbp-3D-m2_glrlm_ShortRunEmphasis,square_firstorder_MeanAbsoluteDeviation,square_firstorder_RobustMeanAbsoluteDeviation,square_gldm_HighGrayLevelEmphasis,logarithm_firstorder_RobustMeanAbsoluteDeviation,logarithm_glcm_DifferenceAverage,gradient_firstorder_RootMeanSquared,gradient_firstorder_Skewness,label
0.4096097856132397,0.4475126716761954,0.1118438228052805,0.5023536026632228,0.506206496392566,0.5831523196028757,0.5038416739237945,0.3457450730393993,0.6004203501326999,0.6279593896235892,0.5038681769419421,0.2198196952793508,0.7809705043524037,0.6551791407260182,0.5212477838672175,0.527256514542821,0.1888702321891853,0.3034823433657084,0.2790784260152623,0.4608412229808917,0.2447267764958685,0.503501588158535,0.4577599861880874,0.1050639095449906,0.1331535762386687,0.4740900697324561,0.4689460984956801,0.0661175180482528,0.158327322528943,0.1176183008305536,0.4679885357548426,0.380191961383328,0.3378007247388354,0.9551537782445084,1
0.1767456283197002,0.0,0.2508319843279507,0.0,0.3502922485773067,0.6723031713282727,0.3409502518253681,0.0,0.0,0.825799070194583,0.4435672683543581,0.4755121514490725,0.0,0.0,0.0,0.4156163178600077,0.0,0.0,0.09626976682477,0.135154186174647,0.0746711979367453,1.0,0.0,0.1488000909801979,0.0243875473265455,0.0,1.0,0.4182549922083584,0.0,0.0876400372122766,0.0,0.7838375754362321,0.4378327534013365,0.5324927585656519,1
0.786494253130644,0.0569069004430616,0.6001241111374565,0.930064204871567,0.0,0.0,0.0,0.0,0.0096423139935021,0.4376574163571776,0.0,0.1819141438964298,0.0197786047804583,1.0,0.9305877042580236,0.1613014281196758,0.7614271358772512,0.6753224399826807,1.0,0.0,1.0,1.0,0.4024893503061412,0.2178255480446983,0.1031172048941552,1.0,0.0279126213592237,0.7356078898214207,0.6498204881304571,0.4196058674672551,0.863498609639232,0.8909221724061369,0.932485700557429,0.0469889797415564,0
0.559116229186713,0.1487975977675373,0.3440090039422974,0.6243229497858506,0.4419372747538398,0.4890389226323663,0.4721152382764171,0.286312411877939,0.4507218221361562,0.4236335624924819,0.3915837435631377,0.5155964243134322,0.4159157599200125,0.6537483825579574,0.4559880572235947,0.4807104818020615,0.2306193329669564,0.3686611647991104,0.2383253893630844,0.4339722249109651,0.2119129829780479,0.7446059127347898,0.6164733923301293,0.2993771057829451,0.4370636437210469,0.5155602090743693,0.4756865789301677,0.5425500360755133,0.5804577296137328,0.581006091956515,0.5799360227274232,0.2999799752882091,0.4987046239151712,0.5744085162633066,0
0.274396677148461,1.0,0.1220558127894902,0.3957644327519363,0.7334561421362329,0.7740137928237684,0.7607491521693298,0.616969040693932,0.9863676737620488,0.7870887650011203,0.723563240786802,0.1705466648887141,0.8355601573482083,0.5124421355706554,0.3044104889888254,0.739207573922138,0.1000793880036892,0.1444365133790847,0.0878456602968495,0.8495704488299051,0.1178844327719525,0.1593849093244658,0.395864496809461,0.1069282305332495,0.1571053209179755,0.5255382016232502,0.3682634510087147,0.1205713456141875,0.193503383420987,0.2818288210483323,0.3040063162148373,0.238285757756684,0.1897609277754525,0.7716060236203194,1
0.053036389239927,0.2663437370521316,0.0,0.4766928174739385,0.6020733989525423,0.5703139887095123,0.4577576347145299,0.8105648190151697,0.7131542446494289,0.5801969451226352,0.3598301941541454,0.1720003975705683,1.0,0.7826075541554465,0.437696722874744,0.7156159361248909,0.0989405792277621,0.0496175241029406,0.0,0.5240978268830252,0.0274787351299448,0.5868625058945126,0.1109101956630536,0.1556991572052329,0.0625890890813376,0.6069496682882933,0.6885106947930261,0.0397959110473112,0.142784954943624,0.0,0.1355895999567169,0.0453835459006377,0.2578433844594983,0.6672891804570322,1
0.2923826045924391,0.1359830469616693,0.1736297899577042,0.4845419925102588,0.5239405974863753,0.5862482410250048,0.5858722696374237,0.3498464138237935,0.6356664410014602,0.4208043101183246,0.3921850458725391,0.5207955870408398,0.4442681114536764,0.6994124028630322,0.4499520232646565,0.7712303086210475,0.0907576740991904,0.0662190015073421,0.0797158998330998,0.7847339186140215,0.0726663621817773,0.4004468073347194,0.4067528135122514,0.1634455778679456,0.2453915273250156,0.5656336596063367,0.3712791772676128,0.348337339360077,0.4009412376613436,0.2695721478553314,0.3992121201582688,0.1084386199647516,0.3362275503522172,0.7166649924674493,0
0.2011065665002489,0.3759986228075329,0.0662507270666786,0.2413004395616036,0.2939428537884723,0.5146306949274762,0.3731222588383847,0.0,0.6863728600103266,0.9515446079635654,0.6045680597568648,0.0214908888730634,0.6231835515230835,0.544891231776396,0.1423990839649531,0.4354852516213717,0.0703820006580931,0.2036066852077961,0.1676439092688033,0.3441425626316548,0.1001565055377224,1.0,0.2483590071780848,0.0600754652965922,0.0,0.7093086719642736,0.51744941424131,0.1734444336559111,0.2045706704351577,0.0745243640924336,0.1751288536485095,0.2135684048884642,0.2245911140159009,0.0,0
0.496687416740051,0.5902200439539574,0.4017813825261005,0.4999497939654251,0.50202945559762,0.5213572560756917,0.3248404699185423,0.4080750744429076,0.619289424624922,0.7300071419037356,0.6835996007913565,0.3374814403612931,0.8556897154704796,0.5562865896970361,0.4651352517149188,0.4196534504687224,0.2501465661050379,0.3189266166146624,0.2179131983486306,0.5858719121230682,0.1738452266774599,0.1789295657586071,0.4248612001583654,0.2199878151552491,0.2290888275471521,0.4027078981443802,0.5473768616583391,0.4639989297198709,0.4191876227657617,0.2944525610339151,0.6082616933549102,0.532380837373677,0.4302152020596501,0.7343574127266959,1
0.2073816017666011,0.5100732667348147,0.0966747087813329,0.5224246951159633,0.7762438016187416,0.8069582259990673,0.7490308858174418,1.0,1.0,0.7369720409343474,0.8448159169866415,0.1425127401343448,0.9870437163019288,0.5584555337286449,0.3034588781612863,0.7596565049878529,0.0715801172598974,0.0984967538848325,0.0931631029301392,0.860079366348814,0.1459559813198191,0.0,0.3055523568564711,0.0614317031795494,0.1080923576610145,0.4603150633619423,0.310537873324083,0.0517921115048505,0.1489200275427539,0.1119666807590537,0.4520501279681013,0.3067632837650136,0.1373595270244295,1.0,1
