original_firstorder_90Percentile,original_firstorder_Kurtosis,original_glszm_GrayLevelVariance,log-sigma-3-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,log-sigma-3-0-mm-3D_glcm_Idm,log-sigma-3-0-mm-3D_glcm_Id,log-sigma-3-0-mm-3D_glcm_InverseVariance,log-sigma-3-0-mm-3D_glszm_ZoneVariance,log-sigma-4-0-mm-3D_glcm_InverseVariance,log-sigma-5-0-mm-3D_firstorder_10Percentile,log-sigma-5-0-mm-3D_firstorder_Median,log-sigma-5-0-mm-3D_glcm_DifferenceAverage,log-sigma-5-0-mm-3D_glcm_InverseVariance,wavelet-LLH_firstorder_RootMeanSquared,wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation,wavelet-HLL_firstorder_10Percentile,wavelet-HLL_firstorder_InterquartileRange,wavelet-HLL_gldm_GrayLevelVariance,wavelet-HLH_firstorder_InterquartileRange,wavelet-HLH_glcm_Id,wavelet-HLH_gldm_GrayLevelVariance,wavelet-HLH_gldm_SmallDependenceEmphasis,wavelet-LLL_firstorder_90Percentile,wavelet-LLL_glcm_Contrast,wavelet-LLL_gldm_GrayLevelVariance,lbp-3D-m2_glcm_Id,lbp-3D-m2_glrlm_ShortRunEmphasis,square_firstorder_MeanAbsoluteDeviation,square_firstorder_RobustMeanAbsoluteDeviation,square_gldm_HighGrayLevelEmphasis,logarithm_firstorder_RobustMeanAbsoluteDeviation,logarithm_glcm_DifferenceAverage,gradient_firstorder_RootMeanSquared,gradient_firstorder_Skewness,label
0.5262055123887533,0.2201902269163815,0.6021733309024518,0.7426016436348092,0.2944914008169819,0.3249418300957956,0.2728784562969115,0.2521454899391555,0.3896184989687928,0.3110849614484643,0.3829487647833798,0.6688588914941203,0.4387001022282122,0.7418759092668579,0.6236653668634686,0.2866210776160963,0.3145572075043389,0.3204387372770694,0.2520492660735808,0.4861982391266827,0.2365490908112628,0.6927289887590432,0.5992253030674037,0.4934526890524169,0.6351645788042263,0.6880474694719627,0.4216857936504004,0.5197959682344329,0.5469349959459097,0.4125933518012634,0.9117551441625038,0.7699235823971996,0.6606386742172772,0.5453886091807935,0
0.2599912280448232,0.4357806612904478,0.1657087013782322,0.542307175554078,0.6017501980167065,0.6536062533012339,0.5795808933728227,0.5669638956834645,0.7475382958109749,0.6762575325576333,0.7834944835443997,0.2367359391364371,0.7438238875829326,0.5473384995698359,0.3585762620464774,0.5804347041452497,0.1602834667951518,0.2905931210547058,0.1540125909241924,0.6800457691342487,0.2474600060709445,0.2360069996242097,0.3428143491872575,0.1172210510102603,0.1905440053821844,0.5143288460370287,0.3255945655546972,0.331096115507447,0.3510739907204755,0.4642374275674046,0.3331089705367597,0.1850912729596999,0.2833942252953603,0.8884301751332577,1
0.0678279273335306,0.2964243891524274,0.0279052027483786,0.2400102776846458,1.0,1.0,1.0,0.392208783394437,0.8528300755195344,1.0,0.8250748516206613,0.0,0.9402752196624384,0.4785549278806057,0.2835173639027165,0.6845343442014137,0.1118389994937641,0.0751269991045525,0.1203720075532054,0.6641603132539852,0.1950786498306768,0.3802937588417684,0.1335061950867028,0.0040487135545666,0.0025419362366644,0.6794035563173739,0.5309638339944646,0.0569400099485506,0.1362671858846799,0.0714789539511349,0.1665244550343622,0.0,0.0,0.6817534119658684,1
1.0,0.1776542298393901,1.0,1.0,0.2169295714010739,0.2480093987688554,0.1854804858707008,0.1651705290449424,0.2780525200562928,0.0,0.3020973821855489,1.0,0.3658732413628927,0.9327734465850908,0.642634442754975,0.0,0.3682738176374763,0.560621636551855,0.4571493797534966,0.2104433823068124,0.6682999290255908,0.9566460654333744,1.0,1.0,1.0,0.6229763108255764,0.4462307160287662,0.9882559844962024,0.9098198890976488,1.0,1.0,0.890887074492954,0.9769289867410088,0.5040904180508649,0
0.461800695975426,0.0394662271215791,0.1631477968574139,0.7359692516285643,0.0038411982927409,0.0345161650088916,0.003600707886366,0.0,0.2381947225953099,0.6964398580607081,0.2704065798286889,0.4453774585917632,0.4669476419937976,0.8118824182410865,0.6114619797678699,0.6162224880589421,0.2403476980605868,0.1361298943335392,0.2788081405709441,0.163702209932025,0.1984089843004893,1.0,0.3303257768127349,0.2011954799018622,0.0807403282428461,0.8319502074688796,0.0,0.1610267699702178,0.2591774111440415,0.0517946683315457,0.6858575534636439,1.0,0.6489505908055422,0.9130504545035344,0
0.6708466813031039,0.2609857396209781,0.3803649972322416,0.6988379103286102,0.4009238474786911,0.4342341296777334,0.4008562497984159,0.3742045448121797,0.504489388360094,0.3946204589484617,0.4593689732222175,0.518943939690353,0.4761221353522664,0.6954963909870951,0.6601112958529016,0.4756372226168667,0.2826459669557088,0.413908378752128,0.3786219161829885,0.3642044971055997,0.4442932055488128,0.6088798155085051,0.7371403739701843,0.3341801043529604,0.4957343174367017,0.4812978352294853,0.3457095281322529,0.3678095484346368,0.3936293237899528,0.4318703569742102,0.6970469802550203,0.5264854307016549,0.6880308583568372,0.7264076913674061,0
0.6660120690231502,0.4671655309275839,0.4357964964807784,0.5707468481550414,0.5070688564856254,0.5290647961579511,0.5041642020953683,0.3114113211928363,0.6854813308873013,0.4029573042968256,0.5767417605232906,0.432311383552252,0.5510649561198724,0.7753723773558023,0.6548906120854059,0.5503124194050697,0.2216715871382805,0.2247307830073981,0.2711172605333481,0.5523642563009289,0.2679494147364314,0.5137689492450794,0.6280796066886791,0.3279561873642194,0.5028816093941985,0.6892729387369342,0.4402538001289687,0.4891761395522078,0.3974240836332344,0.2869043707451207,0.5881193027452477,0.3700680356313776,0.6110553185563198,0.4866013987438111,1
0.0,0.1646575652038678,0.1186325662217297,0.3721658942422192,0.5157805377701528,0.5818926741364946,0.5362841092027849,0.2637786225719012,0.6698103654280895,0.9525748074594864,1.0,0.1794845436859407,0.7064233563962993,0.5043081935282703,0.3477761017383361,0.8008451416728638,0.1739215921052757,0.1130099275735872,0.125221212142377,0.7842297581683917,0.1280005846434037,0.507134217558365,0.1277874414245019,0.1047637886628122,0.192421044301408,0.8977362721082494,0.1806606675541512,0.0,0.1152726664904527,0.0009294306762412,0.904248528880802,0.5501019478114432,0.1112871169877019,0.3032883649013301,0
0.6095543860960247,0.2005524903731054,0.3959469985876397,0.677209310329408,0.4587731886264158,0.4907268500661672,0.4547273462470811,0.3394150748810822,0.5612861564987801,0.4779830961098794,0.5537384858318343,0.3836022751540367,0.6314738656342513,0.6836321164760616,0.5915377913404469,0.5798033612890353,0.1801969826869783,0.235701586406534,0.1862125867877271,0.5737795437526968,0.2710313876034086,0.4262873791257169,0.6436333838068631,0.2732769257558435,0.468710504733208,0.5030460683931609,0.4328420446921618,0.4709455964783963,0.4726229894106841,0.469720750566508,0.6384515892649866,0.4055614626488317,0.4903894033764066,0.6726717932155113,0
0.4097149678776574,0.0957648922295152,0.0860959264973366,0.3036131997631975,0.1767057827863158,0.4727515240174086,0.2220144271064084,0.0,0.5984234834995976,0.8259736640624242,0.7205128912880233,0.1340946926112809,0.9854938952136242,0.4775028981690204,0.4242622299504835,1.0,0.0550394318518703,0.0124451976179562,0.0547786189966156,1.0,0.0,0.609814588900373,0.2970163301049937,0.0,0.0474936088232912,0.5561549844984253,0.6579180735257446,0.2423089329921597,0.3153783397530217,0.1015891506241408,0.3023704904157946,0.161780666476231,0.2542067847968516,0.5792894465942072,1
0.7014956321425058,0.04832137577175,0.4861281597098484,0.8148400246114502,0.4486627502660925,0.3498729813417485,0.0234954393501938,0.3705852772280539,0.4347118486566955,0.5124273089381844,0.0676159684236437,0.3106654470054615,0.5004983158263548,0.8677450340362677,1.0,0.0269157331967453,1.0,1.0,0.8805994530656805,0.0122238405583428,0.7439560440574766,1.0,0.6421934306249291,0.4837649134053087,0.3210130464670083,0.7446536865624002,0.570706658656402,1.0,1.0,0.652753740996169,0.685161016845632,0.4197689792405352,1.0,0.1618708821618971,0
